Année;Lieux;Championnat;Code_Course;Distance;Finale;Position;Temps;Club1;Club2;Club3;Club4;Rameur1;Rameur2;Rameur3;Rameur4;Rameur5;Rameur6;Rameur7;Rameur8;Barreur
2021;Port-Camargue (Grau du Roi);Championnats de France d'aviron de mer;SM2x PR3-ID CD Mer 1H/1F;6000;FD;20.0;42:36.77;AARC;;;;Sebastien THIRY;Marianne LEBERRE;;;;;;;
2021;Port-Camargue (Grau du Roi);Championnats de France d'aviron de mer;SM2x PR3-ID CD Mer 1H/1F;6000;FD;21.0;42:49.07;AARC;;;;Florence CARREEL;Gilles LEBERRE;;;;;;;
2021;Port-Camargue (Grau du Roi);Championnats de France d'aviron de mer;SM2x PR3-ID CD Mer 1H/1F;6000;FD;22.0;43:07.61;CNLB;;;;Lucie RENOUD-LYAT;Pierre GAS;;;;;;;
2021;Port-Camargue (Grau du Roi);Championnats de France d'aviron de mer;SM2x PR3-ID CD Mer 1H/1F;6000;FD;23.0;43:07.96;UYAT;;;;Maria ITHURRALDE;Benoit ORDOQUI;;;;;;;
2021;Port-Camargue (Grau du Roi);Championnats de France d'aviron de mer;SM2x PR3-ID CD Mer 1H/1F;6000;FD;24.0;47:13.79;AAS;;;;Dominique DIEUDONNE-GUENDE;Jawad BOUHARID;;;;;;;
2021;Port-Camargue (Grau du Roi);Championnats de France d'aviron de mer;SM2x PR3-ID CD Mer 1H/1F;6000;FE;25.0;47:20.39;AARC;;;;Sophie DUPRAT;Tadzio BESSON;;;;;;;
2021;Port-Camargue (Grau du Roi);Championnats de France d'aviron de mer;SM2x PR3-ID CD Mer 1H/1F;6000;FE;26.0;50:31.80;AAS;;;;Isabelle TIMON-DAVID;Guillaume LATOUR;;;;;;;
2021;Port-Camargue (Grau du Roi);Championnats de France d'aviron de mer;SM2x PR3-ID CD Mer 1H/1F;6000;FE;27.0;52:03.49;AAS;;;;Lilian PATINAUD;Gabrielle LAPLANE;;;;;;;
2021;Port-Camargue (Grau du Roi);Championnats de France d'aviron de mer;SM2x PR3-ID CD Mer 1H/1F;6000;FE;28.0;52:55.60;AAS;;;;Emilie TABOURET;Philippe FESSIN;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FA;1.0;03:50.54;ENAB;;;;Evangeline CALLOUD;Lise BARA;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FA;2.0;03:55.89;ABEA;;;;Stephanie CHANTRY;Manon PELLIER;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FA;3.0;03:57.36;CSNB;;;;Marie Eve BAYLE;Marion GULLY;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FA;4.0;04:02.27;SNBA;;;;Ombeline ETIENNE;Moira LAMURE;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FA;5.0;04:04.04;CNCG;;;;Anaelle BLANCHARD;Rose BOULAY;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FA;6.0;04:11.80;AVIL;;;;Floriane PASQUET;Coralie PASQUET;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FB;1.0;04:04.21;AGRE;;;;Justine CUINAT;Maria HAGL;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FB;2.0;04:07.05;VOA;;;;Micaela SMAGGHE;Mathilde SMAGGHE;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FB;3.0;04:15.80;CACS;;;;Elise THOMAS;Alexandra MERLIN;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FB;4.0;04:16.18;ROWC;;;;Marie PONCE DE LEON;Delphine LEFORT;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FB;5.0;04:17.85;CNF;;;;Agathe REILLE;Alexandra KHALIL;;;;;;;
2022;Macon;Championnat de France master;MAF2x;1000;FB;6.0;04:22.93;UNA;;;;Katherine COUGHLAN;Fanny GOLDSCHMIDT;;;;;;;
2022;Macon;Championnat de France master;MAH2x HV open;1000;FA;1.0;04:38.78;ASTC;;;;Guylaine MARCHAND;Fabrice PAKIN;;;;;;;
2022;Macon;Championnat de France master;MAH2x HV open;1000;FA;2.0;04:50.34;SNSO;;;;Olivier FERY;Helene ROQUIGNY;;;;;;;
2022;Macon;Championnat de France master;MAH2x HV open;1000;FA;3.0;05:03.41;RCST;;;;Sebastien SCHIR;Joelle MELDER;;;;;;;
2022;Macon;Championnat de France master;MAH2x HV open;1000;FA;4.0;05:06.80;B92;;;;Philippe RAVET;Christophe LAVIGNE;;;;;;;
2022;Macon;Championnat de France master;MAH2x HV open;1000;FA;5.0;05:32.07;SNTT;;;;Fabrice MANOHA;Jacqueline LINGOIS;;;;;;;
2022;Macon;Championnat de France master;MBF2-;1000;FA;1.0;04:14.74;ATOU;;;;Myriam GOUDET;Stephanie PERROT;;;;;;;
2022;Macon;Championnat de France master;MBF2-;1000;FA;2.0;04:15.41;ANFA;;;;Jacqueline GALLO;Flore VILLARET;;;;;;;
2022;Macon;Championnat de France master;MBF2-;1000;FA;3.0;04:24.56;AS81;;;;Emilie WEYGAND;Delphine DUTAU-BUHLER;;;;;;;
2022;Macon;Championnat de France master;MBF2-;1000;FA;4.0;04:53.87;ATOM;;;;Marie ANDRIEUX;Laure LABROUSSE;;;;;;;
2022;Macon;Championnat de France master;MBF2x;1000;FA;1.0;04:01.59;SNLA;;;;Lorette LAEUFFER;Nathalie COLLET;;;;;;;
2022;Macon;Championnat de France master;MBF2x;1000;FA;2.0;04:05.05;AVIL;;;;Pauline SOIA;Claire FERRIER;;;;;;;
2022;Macon;Championnat de France master;MBF2x;1000;FA;3.0;04:06.04;AS81;;;;Emilie WEYGAND;Delphine DUTAU-BUHLER;;;;;;;
2022;Macon;Championnat de France master;MBF2x;1000;FA;4.0;04:18.11;NIAC;;;;Claire LAURENT;Cecile RIGAULT;;;;;;;
2022;Macon;Championnat de France master;MBF2x;1000;FA;5.0;04:18.59;ATOM;;;;Maylis BOUTEILLER;Caroline LESTANG;;;;;;;
2022;Macon;Championnat de France master;MBF2x;1000;FA;6.0;04:28.55;ARP;;;;Mylene BESSON;Adeline MANZETTI;;;;;;;
2022;Macon;Championnat de France master;MBF2x;1000;FB;1.0;04:35.08;ACT2;;;;Jeanne ANDRE;Leslie MEUNIER;;;;;;;
2022;Macon;Championnat de France master;MBF2x;1000;FB;2.0;04:38.21;CASA;;;;Angeline RIVALIN RENOUX;Morgane GEFFROY;;;;;;;
2022;Macon;Championnat de France master;MBF2x;1000;FB;3.0;04:47.78;ATOM;;;;Liat FELDMAN;Anne ODOUX;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FA;1.0;03:36.48;AUNL;;;;Franck SOLFOROSI;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FA;2.0;03:41.12;CSNB;;;;Mickael BOUSQUET;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FA;3.0;03:43.54;ANA;;;;Christophe AIRAUD;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FA;4.0;03:43.76;SRRE;;;;Thomas MARCHIONINI;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FA;5.0;03:48.53;ASM;;;;Corentin ROY;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FA;6.0;03:51.36;SNLA;;;;Yannick FLEISCHMAN;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FB;1.0;03:53.60;RCST;;;;Nicolas MARTIN;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FB;2.0;03:55.79;ADIJ;;;;Matthieu CODVELLE;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FB;3.0;03:56.01;CNCB;;;;Jerome DEBRET;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FB;4.0;03:57.90;ABAY;;;;Clement ROMAT;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FB;5.0;04:06.65;AS81;;;;Bruno OSSWALD;;;;;;;;
2022;Macon;Championnat de France master;MBH1x;1000;FB;6.0;04:11.24;CNLA;;;;David CROCHET;;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FA;1.0;03:40.80;ATOU;;;;Michel VESPERINI;Romain BOURDEU;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FA;2.0;03:41.33;CALY;;;;Alexandre BUSSER;Damien MARTIN;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FA;3.0;03:41.85;CNCB;;;;Stephane LEMONNIER;Antoine LAGOUGE;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FA;4.0;03:44.40;CNF;;;;Joseph KERMANI;Jeanfrancois SEYTRE;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FA;5.0;03:53.10;CACS;;;;Ludovic GUERIN;Nicolas MASSON;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FA;6.0;03:58.21;SNLA;;;;Gael LELONG;Vincent DUSSAUGE;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FB;1.0;03:48.79;ATOU;;;;Charles GOUGEON;Frederic LIEBY-MULLER;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FB;2.0;03:49.23;ABHR;;;;Arnaud JANIN;Eric LEROUX;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FB;3.0;03:51.56;CMSA;;;;Adrien MONTROT;Frederic CAMPANELLI;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FB;4.0;04:05.68;NIAC;;;;Thomas BLEUSE;David GONCALVES;;;;;;;
2022;Macon;Championnat de France master;MBH2-;1000;FB;5.0;04:18.88;SNTT;;;;Olivier ANGLADE;Mathieu FERRIER;;;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FA;1.0;03:28.77;AMJ;;;;Bertrand ESPEROU;Virginie RANVIER;Pauline PARSY;Romain VALETTE;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FA;2.0;03:30.61;USTA;;;;Mathilde SEIDL;Vanessa DUFRANNE;Luis Miguel VASCO;Cedric BLEUX;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FA;3.0;03:32.32;CSNB;;;;Patrick LE CALLONNEC;Marie Eve BAYLE;Sylvain PRADEL;Marion GULLY;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FA;4.0;03:36.09;ENAB;;;;Evangeline CALLOUD;Lise BARA;Julien MAZZEGA SBOVATA;Pierre BATY;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FA;5.0;03:37.53;CNF;;;;Anne-Sophie LACARELLE-GASSE;Virginie HAZEBROUCQ;Paul KAPLAN;Maxime FAURE;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FA;6.0;03:52.43;ROWC;;;;Marie PONCE DE LEON;Nicolas ROHARD;Delphine LEFORT;Vincent THELLIER;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FB;1.0;03:50.07;NIAC;;;;Claire LAURENT;Thomas BLEUSE;David GONCALVES;Cecile RIGAULT;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FB;2.0;03:50.11;SNHS;;;;Stephanie PESENTI;Guillaume DELISLE;Aurore FERNANDEZ;Cyrille MAHE;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FB;3.0;03:51.15;RREM;;;;Annabelle LEFEBVRE;Guillaume VIELLE;Benoit JARLOT;Anne Laure RENARD;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FB;4.0;03:51.32;CACS;;;;Damien SERMONAT;Sebastien PERRET;Elise THOMAS;Alexandra MERLIN;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FB;5.0;03:53.94;SNTT;;;;Fabien LOMBARD;Cecile ROBILLARD;Cecile GUFFROY;Olivier ANGLADE;;;;;
2022;Macon;Championnat de France master;MBM4x 50%H/50%F;1000;FB;6.0;04:00.18;CNCG;;;;Rose BOULAY;Anaelle BLANCHARD;Thierry PURET;Emmanuel JONCHERE;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FA;1.0;04:03.63;SNPM;;;;Stephanie CHARPENTIER;Celine LHOTE;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FA;2.0;04:03.93;CNAN;;;;Anouk PRALUS;Mylene BOEMARE;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FA;3.0;04:14.63;CALY;;;;Marion NAULIN;Caroline DESPLANCHE;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FA;4.0;04:14.80;SNMO;;;;Celine MARION;Kristie WAGNES STOFLER;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FA;5.0;04:17.71;ATOU;;;;Immaculada Concepción RUIZ BARRIGA;Stephanie PERROT;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FA;6.0;04:18.50;UNA;;;;Caroline MORICEAU;Amelie STEVENIN;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FB;1.0;04:16.88;ACDM;;;;Laurence BRISSAUD;Sylvia LENOIR;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FB;2.0;04:19.35;SNBS;;;;Sylvie RADKO;Anne-Laure MALDAME;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FB;3.0;04:19.70;ABAY;;;;Sophie GIRARD;Sylvie MORVAN;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FB;4.0;04:27.54;CAN;;;;Hayley THOMPSON;Florence MOLINIE;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FB;5.0;04:27.80;SNHS;;;;Nuria LEBLANC;Aurore FERNANDEZ;;;;;;;
2022;Macon;Championnat de France master;MCF2x;1000;FB;6.0;04:44.72;AMAJ;;;;Marie Angelique BAILLET;Florence SAVOYE;;;;;;;
2022;Macon;Championnat de France master;MCF8+;1000;FA;1.0;03:52.73;AMAJ;;;;Florence SAVOYE;Cecile BECARIE;Dominique VINCENT GENOD;Odette FRERING;Linda BREDEL;Morgane PEGAZ FIORNET;Elsa Julie COMPAGNON;Alexandra PEGAZ-FIORNET;Isabelle PAILLET
2022;Macon;Championnat de France master;MCF8+;1000;FA;2.0;03:56.97;CNCB;;;;Alexandra VIBOUX;Maud JULLIAN;Frederique HINTZY;Emilie MIROUSE;Elsy HAILLOUD;Leonie JACQUET;Marjorie ESNAULT;Isabelle CHATELAIN;Emilie ACQUISTAPACE
2022;Macon;Championnat de France master;MCF8+;1000;FA;3.0;04:02.81;SPNC;;;;Lucie VAUCHE;Petra BRISSON;Joanna OSSOWSKA;Vanessa JARRY;Geraldine LEFEBVRE DU PREY;Nathalie DECOCK;Cecile CALMES;Claude MAYMIL;Agnes TERNOY
2022;Macon;Championnat de France master;MCF8+;1000;FA;4.0;04:06.71;AGRE;;;;Laurence MARCHOIS;Lydia MELI;Marit NAUMANN;Sophie DOGOR;Helene JEGOU;Anja BAILLOT;Justine CUINAT;Maria HAGL;Armelle PIGNOUX
2022;Macon;Championnat de France master;MCF8+;1000;FA;5.0;04:18.61;UNA;;;;Sylvie DECAGNY;Marie-Ange TINCELIN;Lea GERMAIN;Camille LEFEBVRE;Gwendoline TIBERGHIEN;Aurelie PARPAILLON;Benedicte ANGRAND;Delphine AUVIGNE;Carole PAVAUT
2022;Macon;Championnat de France master;MCF8+;1000;FA;6.0;04:19.01;ACLL;;;;Brigitte LEGOFF;Therese GIROUD;Christelle BARRAGO;Clementine MIGNARD;Hilda DRAYE;Florence LAUCK;Geordie CHOLET;Caroline FAQUET-LATAPIE;Eric CHARPY
2022;Macon;Championnat de France master;MCF8+;1000;FB;1.0;04:28.52;CNLB;;;;Roselyne MEZZANO;Laurence DOS SANTOS;Agnes SUHAS;Leocadie FARDEL;Christine COMBRIEUX;Anne Cecile PIQUOT;Evelyne PERIN;Marie-Francoise GRANET;Pierre BOUFFARD
2022;Macon;Championnat de France master;MCF8+;1000;FB;2.0;04:39.17;AMAJ;;;;Sylvie ERBACHER;Nicole BOUDET;Corinne PASCHAL;Valerie TURREL;Marie Angelique BAILLET;Audrey GINISTY;Christine COUDURIER;Aline PEYRAT;Elodie NAMIAN
2022;Macon;Championnat de France master;MCH1x;1000;FA;1.0;03:45.79;ABAY;;;;Marc CZESZAK;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FA;2.0;03:47.28;SPNC;;;;Nicolas JAZEDE;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FA;3.0;03:51.28;ABAY;;;;Laurent MIOQUE;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FA;4.0;03:53.39;AS81;;;;Aleksandr KORNIYCHUK;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FA;5.0;03:55.03;SESN;;;;Gael DESTREBECQ;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FA;6.0;04:14.79;AMAJ;;;;Remi REVELLIN;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FB;1.0;03:53.68;RCPM;;;;Julien LUBERT;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FB;2.0;03:55.27;ATOU;;;;Christophe JEANTON;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FB;3.0;03:55.35;VRAC;;;;David BECQ;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FB;4.0;03:59.08;CNMI;;;;Philippe LIGER;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FB;5.0;03:59.64;ATOU;;;;Olivier GOUNY;;;;;;;;
2022;Macon;Championnat de France master;MCH1x;1000;FB;6.0;04:00.02;CNF;;;;Sebastien JULIEN;;;;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FA;1.0;03:19.12;ACLL;;;;Sebastien POINT;Camille TOLLET;Rodolphe PFAIFER;Sebastien LYONNET;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FA;2.0;03:21.78;SOSA;;;;Guillaume TURQUET;Ghislain WASTIAUX;Alexandre JAUNET;Matthieu JOSSE;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FA;3.0;03:25.49;CNBE;;;;Emmanuel NOUS;Guillaume JACONO;Fabien LAMOURET;Xavier LAMOURET;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FA;4.0;03:27.19;CNF;;;;Yves MORIN;Julien LAMY;Paul GELOEN;Geoffroy GRZESIAK;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FA;5.0;03:30.36;CNCR;;;;Olivier LAMALLE;Jonathan LERAY;Jean Baptiste ROUMY;Fabrice JANNOT;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FA;6.0;03:31.52;ATOU;;;;Emmanuel MATAS;David SAUVANET;Olivier GOUNY;Xavier BUFF;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FB;1.0;03:26.51;SNME;;;;Jean-David BERNARD;Alexandre SPICQ;Guillaume MEAR;Guillaume NABOT;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FB;2.0;03:31.45;UNA;;;;Olivier LOURADOUR;Jean VANHERSECKE;Florent BERCHET;Vincent DELACOUR;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FB;3.0;03:35.81;AUNV;;;;Mathieu ANGIBAUD;Christophe CHAUSSON;Christophe MERCIER;William SOULIER;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FB;4.0;03:39.15;SNNA;;;;Philippe BOUTON;Jean Philippe NAU;Arnaud ROSE;Stephane LITTAYE;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FB;5.0;03:43.35;SNBI;;;;Federico TAJARIOL;Nicolas GAUDILLIERE;Jeanmarc SASSOLAS;Henry FERREIRALOPES;;;;;
2022;Macon;Championnat de France master;MCH4x;1000;FB;6.0;03:49.36;SNAM;;;;Cyrille UHLRICH;Edouard NOE;Thomas DOREZ;Sylvain BONNEAU;;;;;
2022;Macon;Championnat de France master;MCH8+;1000;FA;1.0;03:11.89;ATOU;;;;Thomas SCHEER;Romain LIEBER;Charles GOUGEON;Frederic LIEBY-MULLER;Michel VESPERINI;Christophe JEANTON;Anthony PERROT;Romain BOURDEU;Martin PERROT
2022;Macon;Championnat de France master;MCH8+;1000;FA;2.0;03:14.24;AVIL;;;;Pierre SOIA;Julien LABESSE;Romain LORGERON;Vincent FOURDRIN;Herve PICCININ;Jacotey FREDERIC;Jeanpaul DELBREL;Christophe FERRIER;Coralie FERRIER
2022;Macon;Championnat de France master;MCH8+;1000;FA;3.0;03:16.30;CALY;;;;Daniel BAUD;Christian BAUD;Pascal PEYCLIT;Benoit BARATIN;Vincent MARTIN;Alexandre BUSSER;Damien MARTIN;Benjamin CHABANET;Morgane SEDRAN
2022;Macon;Championnat de France master;MCH8+;1000;FA;4.0;03:16.35;AS81;;;;Marc BONNOURE;Thierry BOEHM;Frederic SCHMALTZ;Thomas BRESSAC;Rolf FRANCK NEUMANN;David HILD;Alexandre SCHALBURG;Matthias WOITOK;Zoe TILL
2022;Macon;Championnat de France master;MCH8+;1000;FA;5.0;03:16.39;RREM;;;;Thomas LECUIRE;Jeremy MAISSE;Francois BOURBIAUX;Franck DROULLE;Bertrand ROFIDAL;Florian BUSSON;Benoit BUSSON;Alexis CREVEL;Camille BARBIER
2022;Macon;Championnat de France master;MCH8+;1000;FA;6.0;03:17.46;ENB;;;;Gilles GOURC;Benoit HEIB;Cyril CANETTI;Tobias LONERGAN;Florent GAUTHIER;Alexandre VIACROZE;Romain BOUTRON;Vincent CHARLEUX;Emma RIBETTE
2022;Macon;Championnat de France master;MCH8+;1000;FB;1.0;03:21.68;RCMA;;;;Jeroen DE ZWART;Remy TARANTO;Valentin DUNSING;Benoit BRIDE;Vincent PIRO;Richard DESJARDINS;Jacky DESJARDINS;Pascal COLOMBIER;Victoire LE BORGNE DE KAOUEL
2022;Macon;Championnat de France master;MCH8+;1000;FB;2.0;03:22.55;ADEC;;;;Antoine PAILHE BELAIR;Jeanluc PERLET;Vincent POULET;Eric CHAPUIS;Renaud LAPERRIERE;Guillaume NOYER;Frederic PINON;Nicolas TIXIER;Laurence PERRET
2022;Macon;Championnat de France master;MCH8+;1000;FB;3.0;03:22.86;CNCB;;;;Damien BLANC;Adrien BAU;Francois GENIX CHAUSSE;Damien COMBE;Julien PARPILLON;Stephane LEMONNIER;Bertrand QUAY THEVENON;Olivier GENET;Juliette NEYRAT
2022;Macon;Championnat de France master;MCH8+;1000;FB;4.0;03:25.64;AGRE;;;;Olivier FRANIATTE;Joel SAURIN;Samuel COMBE;Emmanuel SCHWEBEL;Jerome JOUBERT;Antoine GABRIEL;Thomas LESIEUR;Francois MARTY;Sylvie ALIBEU
2022;Macon;Championnat de France master;MCH8+;1000;FB;5.0;03:30.50;CACS;;;;Nicolas DUSSERT;Francois PLANTY;Raphael DORME;Alexandre MORAINVILLE;Ludovic GUERIN;Jean-Baptiste LALLART;Romaric CAVARD;Nicolas MASSON;Lea RIQUIER
2022;Macon;Championnat de France master;MCH8+;1000;FB;6.0;03:32.91;SNBE;;;;Christian CRESPY;Julien DANIEL;Samuel LECHEVESTRIER;Albin BIAL;Jason LEWIN;Frederic DEJOS;Vincent MENEGON;Stephane MAGOT;Celine METIFET
2022;Macon;Championnat de France master;MDF2x;1000;FA;1.0;04:11.71;RCPM;;;;Valerie LUBERT;Sophie MOREL;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FA;2.0;04:13.99;AMJ;;;;Caroline AUTOUR;Salwa BOUSSOUKAYA;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FA;3.0;04:19.46;SNMO;;;;Magali ALBIN;Anne PEGLION;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FA;4.0;04:21.32;RCPM;;;;Celine COUVEZ;Svenja OBEGI;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FA;5.0;04:27.86;SNBE;;;;Nathalie VILLECHENAUD;Celine METIFET;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FA;6.0;04:29.00;SESN;;;;Patricia BARSANTI;Pascale MASSON;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FB;1.0;04:25.64;CALL;;;;Noelle GISLIER;Nedjma HENRY;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FB;2.0;04:30.81;ANA;;;;Francoise RENOU;Catherine FAUCHEUX;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FB;3.0;04:34.66;VSN;;;;Clarisse PUHARRE;Benedicte BOCHARD;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FB;4.0;04:34.68;AGRE;;;;Lydia MELI;Marit NAUMANN;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FB;5.0;04:36.83;AMAJ;;;;Aline PEYRAT;Corinne PASCHAL;;;;;;;
2022;Macon;Championnat de France master;MDF2x;1000;FB;6.0;04:39.17;ADBO;;;;Chantal PERRAUD;Emily FRIAUD;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FA;1.0;03:47.67;ABEA;;;;Thierry DUHAU;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FA;2.0;03:48.37;CMSA;;;;David LACOFFRETTE;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FA;3.0;03:48.98;CNAN;;;;Denis PUYBARAUD;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FA;4.0;03:55.35;SNLA;;;;Eric DUPONT;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FA;5.0;03:57.09;SNCC;;;;Vincent LANGLOIS;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FA;6.0;04:47.25;SNO;;;;Pascal GUERET;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FB;1.0;03:59.44;Mulhouse-Aviron;;;;Jean-Pierre TALAMONA;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FB;2.0;03:59.61;SRRE;;;;Michel MORVAN;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FB;3.0;04:00.51;CNLB;;;;Jeanfrancois MEYNARD;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FB;4.0;04:01.91;ACDM;;;;David LIOT;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FB;5.0;04:04.31;ACAL;;;;Laurent VIALA;;;;;;;;
2022;Macon;Championnat de France master;MDH1x;1000;FB;6.0;04:05.27;SESN;;;;Joel VIRION;;;;;;;;
2022;Macon;Championnat de France master;MDH2-;1000;FA;1.0;03:41.12;SNO;;;;Remy MAJOREK;Sebastien COGUIC;;;;;;;
2022;Macon;Championnat de France master;MDH2-;1000;FA;2.0;03:46.12;ACLL;;;;Stephane GUERINOT;Benoit MASSON;;;;;;;
2022;Macon;Championnat de France master;MDH2-;1000;FA;3.0;03:46.74;ATOU;;;;Frederic DUCROS;Xavier BUFF;;;;;;;
2022;Macon;Championnat de France master;MDH2-;1000;FA;4.0;03:50.56;AMAJ;;;;Jeanphilippe TURREL;Thierry SERGENT;;;;;;;
2022;Macon;Championnat de France master;MDH2-;1000;FA;5.0;03:54.88;AS81;;;;Matthieu LEFFTZ;Kevin PARR;;;;;;;
2022;Macon;Championnat de France master;MDH2-;1000;FA;6.0;03:59.17;ACOO;;;;Gilles CARBONNIER;Pascal COLLET;;;;;;;
2022;Macon;Championnat de France master;MDH2-;1000;FB;1.0;04:08.69;CNSO;;;;Pascal GUILLO;Pierre BAULIER;;;;;;;
2022;Macon;Championnat de France master;MDH2-;1000;FB;2.0;04:17.43;B92;;;;Erwan COLDER;Christopher CALA;;;;;;;
